gene	0	4	8	12	16	20	24	28	32	36	40	44
SNORD114-27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNORD114-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNORD114-29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNORD114-30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNORD114-31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR380	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR1197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR323A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR329-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR329-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR1193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR376C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR376A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR376B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR376A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR1185-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR1185-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR381HG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR487B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR544A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR487A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR382	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR323B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR410	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MEG9	0.0	0.0997358	0.0	0.0	0.094902	0.0	0.0700732	0.153802	0.0441503	0.0	0.047608	0.0
DIO3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00239	0.420187	1.66404	0.70992	0.315227	1.3195	0.0	0.0	0.85537	0.982169	0.959427	1.05909	1.74367
PPP2R5C	38.0056	37.0658	36.0096	39.2661	34.5323	41.7355	43.02	39.7138	40.3017	44.0806	39.2805	42.4338
DYNC1H1	31.664	32.3978	31.1152	31.5979	33.9185	31.1962	35.3329	31.0805	32.708	33.1472	32.8822	31.9175
WDR20	10.6753	12.2936	10.4911	10.6484	10.6742	9.93854	10.9571	10.2313	9.14138	10.9677	10.3617	8.77883
ZNF839	2.25596	2.49325	2.43828	2.26924	2.47128	1.86594	2.47256	2.22651	2.57921	2.19622	2.97832	1.85056
TECPR2	2.6454	2.51233	1.90532	2.41163	2.33614	2.04517	1.77099	2.64844	2.54703	2.37703	2.44976	2.02667
MIR4309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RCOR1	9.11615	7.43925	7.72903	7.60995	8.05722	6.89459	8.20904	7.69299	8.50408	9.13347	7.60345	7.84108
TRAF3	6.01696	5.41292	5.21551	5.72316	6.54898	5.76948	5.34326	5.69155	5.03881	5.93692	5.80494	5.67385
AMN	0.0	0.0	0.0	0.0	0.256297	0.0	0.0	0.184607	0.15898	0.103532	0.0857152	0.0
EXOC3L4	0.0	0.102297	0.0	0.0	0.0	0.0	0.0	0.105168	0.0452843	0.0	0.0488308	0.0
TNFAIP2	7.41563	6.17946	6.5777	7.82333	8.67441	6.91612	6.74885	7.70521	7.47517	7.86649	7.00922	7.50092
EIF5	46.3552	38.4812	37.5323	41.1493	38.2903	39.6069	40.8318	36.646	43.4617	35.2386	37.5635	41.8721
SNORA28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MARK3	15.5029	15.6154	17.0963	17.2509	17.0167	16.6216	16.0295	16.1753	14.1802	16.9911	16.8316	14.4834
TRMT61A	5.45412	4.87993	6.09209	6.91047	5.48076	5.99749	6.01407	4.52341	6.6577	6.82642	5.99533	6.22415
APOPT1	24.1256	23.6739	29.4475	27.1227	22.6847	27.7928	26.526	25.6976	28.4346	30.6026	26.6463	28.2596
KLC1	35.7547	32.3691	35.1514	32.3184	35.482	33.915	32.7062	32.044	31.0893	35.1308	32.2719	36.9256
ZFYVE21	19.4507	20.7006	18.909	17.9551	16.0105	17.5957	16.862	18.2594	13.9496	18.855	15.9032	17.5801
LINC00637	0.0993768	0.9183	0.251851	0.22366	0.624138	0.384178	0.184339	0.674335	0.406506	0.0756369	0.375722	0.0
TDRD9	0.0	0.05328	0.0681915	0.0302792	0.0253489	0.0312062	0.0	0.0	0.0	0.0	0.0	0.0418722
ASPG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR203A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIF26A	2.1907	2.7436	2.51496	2.29666	2.68119	2.95328	2.657	2.66813	2.82293	2.67206	2.3892	2.59323
C14orf180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
INF2	19.6899	20.5852	19.9395	22.2448	21.7889	18.1587	19.6233	20.7383	16.5471	20.7638	19.3002	19.4785
ADSSL1	1.54159	0.782717	0.701217	2.40203	1.48956	1.00854	1.75974	2.25311	1.73244	1.62463	1.94284	0.984174
SIVA1	63.6235	66.4213	54.2924	61.8487	56.7579	55.0806	55.0935	65.6364	52.9944	71.094	51.7476	54.4921
ZBTB42	3.2085	3.50524	4.39278	2.90505	3.02266	3.46447	3.54019	3.52852	2.97404	3.45253	3.38125	3.21385
LINC00638	1.03397	0.944947	1.20941	0.656353	0.999054	0.614951	0.0737676	0.755582	0.557736	0.544822	0.651534	0.660109
CEP170B	21.9351	20.3042	19.4067	21.3027	22.1872	19.2022	19.1871	19.7318	17.958	20.2341	18.539	19.0934
PLD4	0.0	0.0	0.176235	0.0782357	0.131024	0.322637	0.0	0.21236	0.0	0.317603	0.197202	0.108189
C14orf79	1.9649	2.59383	2.76647	2.70249	2.6738	2.27882	2.93609	2.59255	2.93434	2.65868	3.3705	3.62394
LOC102723354	0.263296	0.695145	0.444847	0.0	0.165363	0.0	0.0	0.0	0.307722	0.200398	0.331821	1.09261
BTBD6	0.0	0.0	0.0	0.0774384	0.259317	0.0	0.0957364	0.210129	0.180959	0.39282	0.0	0.0
PACS2	6.67983	6.43515	6.95623	6.55944	5.68927	6.25932	7.6366	6.70887	6.21611	5.76149	6.1803	6.66272
TEX22	0.0	0.205286	0.0	0.23333	0.0488342	0.0	0.0721159	0.105523	0.227187	0.0591803	0.0979917	0.241998
MTA1	25.0565	23.193	25.0092	25.6887	26.6119	26.4579	25.1832	24.3771	25.4342	25.8194	23.6364	26.6821
CRIP2	70.9763	77.2924	69.686	105.422	69.3199	72.7988	71.7749	80.1947	67.8994	67.6418	66.7207	68.0562
CRIP1	1.34335	0.0	0.567408	1.00779	0.421846	1.03864	0.622961	1.36732	1.17751	1.02244	1.26973	0.0
C14orf80	15.0779	15.5655	11.4804	11.0321	9.19575	10.9207	12.233	10.521	12.0511	9.46774	8.40585	13.3234
TMEM121	3.21904	3.51038	3.19227	5.77489	2.63704	3.78743	2.33655	3.60889	4.66185	5.43273	2.99853	4.21075
MIR8071-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8071-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIAA0125	0.0	0.0	0.0	0.0293523	0.0	0.0	0.0	0.0	0.0	0.0148895	0.0	0.0
LINC00226	1.87797	0.619769	1.98306	1.05665	2.06406	3.62999	1.30633	0.637161	1.09742	0.0	1.77505	0.0
LINC00221	6.4202	8.63214	7.93448	8.83022	6.94437	7.81359	5.62377	7.4222	7.85086	7.78218	7.34195	5.79715
MIR7641-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC642426	0.172166	0.681819	0.581759	0.25832	0.324387	0.399342	0.159679	0.350476	0.301822	0.393112	0.759407	0.357222
LOC100508046	0.0	0.205634	0.0657961	0.116862	0.391335	0.18066	0.0	0.158553	0.0455142	0.0	0.0981575	0.242408
BMS1P18,BMS1P22	0.398359	1.05174	2.35565	0.597705	1.75133	0.616002	0.369469	1.08125	0.931149	0.606392	0.753055	2.06637
DUXAP10,LINC01296	9.9941	9.74255	11.8198	10.0353	11.1051	10.6992	13.2616	13.5633	11.1409	10.5323	11.045	11.3253
POTEG	0.106841	0.9603	1.40464	0.857594	0.587416	0.165244	0.771081	0.705177	0.668012	0.790963	0.720329	0.539063
OR11H2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR4K14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR4K13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TTC5	14.2851	15.4954	14.6869	12.1291	13.4925	15.754	17.152	13.2251	16.4366	14.9182	13.4674	12.2925
CCNB1IP1	31.4971	25.83	28.8007	29.9805	31.0541	34.1406	34.2821	35.031	34.738	38.3377	31.4867	34.724
SNORD126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RPPH1	13.327	19.352	18.0132	20.9959	25.1102	25.7602	19.7768	13.5648	16.3545	28.4014	26.8728	16.5911
TEP1	11.3341	11.9742	11.783	11.2407	12.077	10.2418	10.1215	10.572	9.78105	10.0954	10.7461	10.4661
KLHL33	0.110938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OSGEP	35.3585	31.1174	34.2462	32.1618	29.772	34.0477	27.2684	29.0904	36.4049	30.4606	31.7476	39.7727
TMEM55B	27.9823	29.4242	24.8406	30.7785	25.6899	27.7862	27.8761	32.8576	31.4381	29.6535	31.437	31.0548
RNASE9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNASE11,RNASE12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR6S1	0.0	0.0	0.0	0.0	0.145946	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNASE1	1.79552	0.395012	1.26399	3.14304	0.751782	2.77652	1.38775	2.63983	2.79799	2.0499	2.45142	3.72553
LOC101929718	10.1734	11.1914	8.20347	9.13543	9.97133	10.011	9.14961	12.5514	12.5407	8.91625	10.6842	12.1533
MIR6717,NDRG2	13.0513	12.9094	14.0517	11.6553	12.4023	15.5631	10.7194	13.484	13.8195	13.1841	332.969	13.9411
RNASE13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZNF219	27.9013	23.9694	24.7594	33.2431	27.8021	27.1142	24.8038	25.4898	25.4415	28.4764	26.3901	30.0574
OR5AU1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00641	1.00854	0.876605	0.881163	0.819147	1.48726	1.24061	0.967402	1.5095	0.886617	1.72242	0.822641	1.16835
HNRNPC	240.561	217.149	227.509	238.24	211.53	223.337	210.278	201.166	207.44	217.706	212.772	215.93
SUPT16H	63.1839	59.1665	58.859	58.0339	61.3302	68.7043	66.7554	61.7189	70.0518	60.7222	56.77	62.1824
CHD8	15.4427	17.0955	15.4169	15.3908	16.8597	15.3316	16.7523	14.9803	15.1894	14.8954	14.9776	16.1484
SNORD9	0.0	0.0	74.7443	0.0	0.0	68.4097	0.0	0.0	0.0	0.0	0.0	0.0
SNORD8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RAB2B	11.5282	12.7656	11.9071	11.1712	10.2072	12.1773	14.2861	13.2788	11.7876	11.9359	11.3596	12.9956
METTL3	25.0051	22.4514	21.9787	21.3413	20.2188	23.1687	25.539	23.4936	22.4802	23.1925	24.3683	19.9548
SALL2	9.30363	9.72315	9.55401	8.85078	8.78343	9.08479	9.46754	9.15177	8.74283	9.04265	8.43068	8.91325
OR10G3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR10G2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
OR4E1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DAD1	253.478	228.167	234.944	243.933	212.889	255.153	225.4	236.09	239.529	248.331	226.766	242.054
SLC7A7	1.40778	2.10617	1.80527	1.6194	1.63337	0.798199	1.74091	1.82612	1.48079	1.78581	1.76089	2.43618
RBM23	19.5029	17.6575	16.6286	17.7147	15.0247	17.2666	19.1134	18.3038	16.9487	16.25	15.9927	17.8688
PRMT5	58.5405	46.1912	46.987	52.4144	47.786	54.9414	47.3143	45.0586	45.5627	51.7239	48.9265	49.7588
HAUS4,MIR4707	31.408	32.6128	34.8893	35.8271	31.3848	36.7243	36.9722	33.654	38.9915	202.85	38.6784	39.7514
AJUBA	31.1425	33.1623	32.0715	33.6501	33.8431	30.1	29.8786	28.1334	33.2791	30.18	29.3459	31.8062
C14orf93	8.49399	8.16098	7.47922	8.22729	7.49989	9.79628	7.86206	10.312	8.59639	10.227	10.0346	11.6033
PSMB5	137.126	111.378	133.503	131.778	116.468	124.617	132.324	120.947	122.892	130.397	126.518	122.581
CDH24	16.4867	17.1234	14.7825	17.1037	12.3067	15.0058	13.5609	14.6382	12.6043	12.9135	11.6983	13.28
ACIN1	81.2328	84.7095	81.0286	80.4371	82.9481	86.9261	78.1726	82.2226	70.5341	80.9404	77.6039	72.2121
CEBPE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC7A8	2.09093	2.84508	1.34976	1.19889	1.25517	1.48526	1.45472	0.588508	1.20034	1.21598	1.29435	1.7048
HOMEZ	2.75784	3.02236	3.12096	3.16198	3.07196	3.17831	3.08869	3.56619	2.88869	2.69308	4.22973	3.50888
PPP1R3E	1.41541	1.01916	1.84789	1.25492	1.72403	1.3265	1.71057	1.65896	1.75449	1.82812	2.02703	1.5574
SLC22A17	8.82434	9.71181	9.26603	12.484	8.8102	7.83728	10.2684	13.5286	10.2368	11.0904	9.27886	13.1314
EFS	0.0	0.0	0.0	0.0	0.0	0.0539577	0.0	0.0	0.0	0.0581427	0.0	0.0
MYH6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR208A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MYH7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR208B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZFHX2	2.48047	1.97548	2.04347	2.69134	2.17586	1.85444	2.01538	2.12829	1.48544	2.01274	1.93763	1.93532
AP1G2	13.6204	19.6228	20.3519	16.9175	19.1873	17.865	16.6716	18.379	18.5166	14.4015	16.7488	19.1076
JPH4	23.1449	24.1029	24.3664	21.7727	22.6263	19.5374	22.3352	23.3968	20.786	22.0405	20.7142	21.6995
DHRS4-AS1	8.51625	11.5721	11.2994	9.25389	12.1351	9.56986	9.27649	11.8381	8.18889	10.8044	10.959	9.75363
NRL	0.207961	0.0	0.175679	0.234021	0.195916	0.0803952	0.289319	0.352788	0.121525	0.316564	0.262086	0.323621
EMC9	31.5003	29.6472	34.7414	37.8546	27.8439	34.0522	28.4042	32.8541	25.9071	34.1869	33.6335	37.521
MIR7703,PSME2	185.516	162.487	182.091	754.313	157.016	177.587	173.427	166.847	162.957	166.3	171.267	177.186
IPO4	28.2898	25.7551	22.4791	25.2003	24.609	25.8956	21.9154	21.6604	19.9836	19.6699	19.0063	20.4655
TM9SF1	31.4954	28.523	31.5975	34.6199	32.1436	31.2003	30.7417	29.7311	25.1359	32.9958	28.6781	28.1435
CHMP4A	37.8634	40.9143	39.2737	42.788	39.2323	46.6918	39.5627	43.9053	39.8643	45.2338	45.2011	44.419
MDP1,NEDD8,NEDD8-MDP1	389.634	343.974	379.393	420.04	334.927	388.784	360.584	366.34	374.97	415.714	387.711	389.721
TINF2	22.6316	22.3393	27.6109	24.4176	23.1125	20.9169	23.3768	22.7717	26.4246	22.6963	23.0519	22.0203
TGM1	1.71672	0.944253	0.483408	0.536622	0.80864	1.0508	0.729764	0.728063	0.585193	0.544422	0.360585	0.816286
RABGGTA	8.20282	9.73095	8.26322	10.4957	5.99831	5.86234	5.52286	7.99354	6.24956	5.94732	6.01916	7.75536
DHRS1	5.76945	6.66951	8.04183	5.73497	7.15901	6.2451	5.08347	6.85114	6.32149	5.26943	7.99811	5.3869
CIDEB	8.12765	7.39121	7.78143	6.57167	7.54344	6.42373	5.52801	7.3535	6.59654	5.84238	7.90984	5.24653
ADCY4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0435949	0.0	0.0
RIPK3	0.0	0.0	0.0905509	0.0	0.0	0.0	0.0	0.0	0.0626383	0.0815838	0.0	0.0
CBLN3	1.72006	2.72474	2.68814	2.5808	2.53867	1.19691	2.5525	2.74284	2.06054	1.76736	1.78837	2.14134
SDR39U1	41.2132	36.9267	35.6539	39.0442	32.7197	35.7574	37.3072	39.2272	38.4959	41.6646	40.47	47.1254
CMA1	0.0	0.0	0.0	0.0	0.199284	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTSG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GZMH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GZMB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.173211	0.0	0.0	0.0	0.0
STXBP6	3.77823	2.18733	3.76011	3.21754	2.97987	3.68155	3.27225	3.46486	3.63944	3.50594	4.29181	3.74456
NOVA1	9.81086	8.063	11.2361	8.75377	9.54128	9.29505	12.2885	11.0307	8.28359	9.35862	9.93983	10.5008
LOC101927062	0.0	1.5931	0.509739	1.35804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.252
MIR3171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FOXG1-AS1	0.525089	0.0	0.443578	0.0	0.0	0.0	0.0	0.0	0.460266	0.0	0.0	0.0
PRKD1	6.46521	6.57585	5.5959	5.88391	6.29043	5.61333	6.29123	6.07715	5.79093	6.00977	6.545	5.44277
LOC100506071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0648981	0.213695
STRN3	15.2308	15.9168	16.1443	15.8658	15.1222	15.4269	17.2324	14.3448	15.5618	14.2898	14.3315	16.7503
MIR624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HECTD1	18.6037	20.2803	17.5005	17.6496	19.233	18.3961	19.4992	17.1472	18.5544	19.077	17.4742	19.4704
HEATR5A	7.44476	7.15609	7.34744	6.79612	7.15729	6.85515	9.07236	6.83374	6.92694	6.63818	6.58889	6.0738
DTD2	6.46428	7.55254	8.47367	6.41033	8.35314	7.41085	6.6846	6.65526	8.46681	7.35178	6.83572	9.09589
GPR33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGAP5-AS1	6.66458	9.24897	12.848	11.4098	10.1959	13.2125	15.0569	14.1468	13.6808	12.8763	14.2139	18.4376
RNU6-8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EGLN3	0.657837	0.482442	1.42228	1.04188	1.10174	0.847723	0.271166	0.595173	0.91938	0.834472	1.08419	0.454978
SPTSSA	12.0064	13.2427	13.479	14.1628	12.5016	14.4743	15.6046	13.8287	12.7398	14.5491	14.1856	15.488
EAPP	21.7186	23.9982	21.7448	17.5004	19.2987	23.136	25.3659	24.5624	24.8191	26.9383	21.2886	27.205
RNVU1-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNX6	41.7081	32.5286	36.587	34.153	36.8795	34.8175	36.961	38.8948	34.5119	37.2783	36.495	34.3285
CFL2	26.5397	23.7164	24.2526	22.3442	20.1426	22.7977	25.813	21.1606	23.7095	20.4321	20.3487	25.1542
BAZ1A	15.7068	14.8818	16.617	14.2137	16.3622	15.6321	15.9499	14.622	14.6598	14.1877	13.7959	13.8946
PPP2R3C	14.0353	16.21	16.1638	14.1481	16.3549	16.6963	20.4527	18.1804	19.8965	16.8165	18.9885	22.1631
NFKBIA	46.8553	43.8496	42.0913	45.9903	42.4028	41.6562	42.33	42.6978	54.2877	54.7778	50.5413	58.6956
RALGAPA1	2.28253	1.57892	1.77027	1.58239	2.01835	1.49719	1.34677	1.56517	1.52558	2.01704	1.59731	1.71393
PTCSC3	1.74726	3.33165	4.92009	3.05855	3.90176	3.00208	4.5015	2.8982	5.44553	3.39853	3.05834	1.81267
MBIP	18.231	15.9321	16.4796	16.6376	15.0045	15.8843	14.3187	17.5994	16.1003	17.0788	18.0738	15.6028
SFTA3	0.0	0.0	0.0	0.0	0.0	0.221995	0.0	0.0	0.0	0.0	0.0	0.0
NKX2-1	0.744747	0.737332	0.943699	0.838073	0.701604	1.00768	0.863419	0.758031	0.5984	1.06281	0.821254	1.25552
NKX2-8	1.2405	2.23305	1.04794	2.03048	0.779101	0.784739	1.46432	0.994808	0.856708	1.71666	1.35017	1.52094
SLC25A21	0.46974	0.464954	0.124624	0.258219	0.463229	0.908238	0.980509	0.638106	0.517214	0.625915	0.309843	1.21909
MIR4503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FOXA1	0.0	0.0	0.097907	0.0869478	0.0363951	0.134414	0.161239	0.117966	0.0	0.176423	0.182578	0.300593
CLEC14A	0.0	0.112116	0.0	0.0	0.0533413	0.0	0.0	0.0576313	0.0	0.0	0.0535178	0.088111
LINC00639	0.0	0.0592289	0.0758052	0.23562	0.112717	0.208142	0.0416135	0.182673	0.314628	0.239044	0.141362	0.232736
SEC23A	36.7385	33.6011	34.0706	33.1801	36.2949	34.4697	35.3412	36.879	34.0068	36.2429	33.5133	33.7565
TRAPPC6B	7.20647	7.2903	7.73538	7.52943	7.73861	8.09117	8.345	7.69881	7.89714	7.82187	7.93694	7.2563
LOC100288846	1.27477	0.631052	1.2115	1.07589	1.30101	0.49281	1.18232	0.540633	0.838048	0.606402	1.30532	0.495936
FBXO33	8.78362	7.76283	8.33191	8.57199	8.01773	8.57542	9.32026	8.96562	8.28649	9.4331	8.53677	9.18969
FSCB	0.0	0.0825821	0.0	0.0469317	0.0	0.0967368	0.0	0.0	0.0	0.0	0.0	0.0
LOC101927418	0.0	1.15673	1.48046	0.0	0.550334	0.0	0.0	0.0	1.02411	0.666928	0.552155	0.0
KLHL28	5.41651	4.87351	4.75145	4.92731	4.74233	4.42058	4.8035	5.34026	5.59648	5.13106	4.64219	5.16187
FKBP3	127.527	127.748	135.48	140.005	137.333	145.287	126.791	143.024	141.988	138.608	136.874	140.654
MIS18BP1	19.3988	14.7697	13.8035	13.4661	15.1155	16.4922	19.9702	16.6589	17.5449	16.3575	16.8647	16.242
RPL10L	0.0	0.400912	0.0	0.455679	0.953702	0.469629	0.281676	0.618243	0.177473	0.693453	0.574115	0.315072
MDGA2	2.55828	2.02492	2.09676	3.12159	2.23046	2.6797	2.43034	2.78413	2.81586	2.80794	2.3722	2.53963
MIR548Y	0.0	175.457	0.0	0.0	41.7383	0.0	0.0	45.0952	0.0	0.0	0.0	0.0
LINC00648	6.72503	6.7035	8.05787	7.51628	7.93016	6.8444	9.03773	7.86947	8.82216	7.20769	8.95095	8.61422
RPS29	2715.52	2547.18	2948.44	3540.47	2498.44	2834.55	2635.03	2664.68	2800.2	3064.03	3075.36	2732.13
RPL36AL	609.017	573.412	645.709	693.313	603.104	670.166	575.861	604.946	611.168	642.766	604.788	651.834
DNAAF2	18.6126	15.3247	17.0266	19.568	17.6884	16.4466	17.9199	18.6561	18.9467	18.7045	17.6971	20.3306
