gene	0	4	8	12	16	20	24	28	32	36	40	44
SNX5	35.4112	35.6888	33.2692	35.5096	31.1358	36.2027	36.9976	35.0343	35.4083	33.0003	33.118	32.8402
SNORD17	22.2378	0.0	9.39289	2.7805	9.31101	0.0	3.43751	15.0898	0.0	14.1046	2.33546	3.84506
OVOL2	0.0	0.271149	0.687945	0.154095	0.903041	0.158812	0.652978	0.276298	0.237942	0.778924	0.388297	0.639025
DZANK1	1.34014	2.21138	1.98119	1.8851	2.24448	1.89963	1.91622	2.15976	1.63153	1.5725	1.58337	1.79583
RBBP9	6.94705	5.64861	6.50654	5.62716	6.32335	5.60481	6.20977	6.86607	7.08961	6.51357	4.66304	6.47598
LOC101929526	0.0	0.0	0.208692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00652	0.312461	1.0312	0.263965	0.351618	0.490613	0.241586	0.724512	0.212025	0.821684	0.118906	0.0	0.32416
C20orf78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.310223	0.0	0.0	0.143998	0.0
LOC100130264	0.0	0.306569	0.0	0.0	0.0	0.0	0.0	0.157586	0.0	0.0	0.0	0.0
CRNKL1	12.1612	13.8417	12.4171	11.8892	11.4268	12.7344	11.8121	13.4179	14.1013	13.1014	12.3093	12.1198
RALGAPA2	2.99361	2.37109	2.42774	2.91957	3.37172	3.31756	3.73902	3.22308	2.50741	3.15948	3.03076	2.54666
KIZ-AS1	0.0	0.0	0.0	0.0	0.36235	0.0	0.178367	0.391492	0.112382	0.146373	0.0	0.399028
NKX2-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NKX2-2	5.49391	5.43931	4.8897	4.71037	5.48377	5.23383	4.36754	3.72797	3.95573	4.55482	5.62555	3.66402
LOC101929608	0.526344	0.0	0.0	0.0	0.220381	0.0	0.0	0.0	0.102526	0.133536	0.22111	0.182016
LINC01427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC284788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00261	0.899315	2.63242	1.12305	1.40801	2.18559	0.241853	1.81324	1.35315	2.05641	1.1904	1.67542	1.74427
FOXA2	4.14707	5.69347	6.51613	5.28896	6.19929	6.02817	6.53869	5.45923	6.44623	7.00716	5.13101	6.3675
LINC01384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THBD	0.0	0.126937	0.121847	0.0721385	0.241569	0.0	0.0	0.163123	0.0	0.0	0.0302961	0.0
CD93	0.0566559	0.0747906	0.478611	0.106259	0.0533743	0.219024	0.394103	0.153779	0.231754	0.172486	0.124952	0.0293885
LINC00656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01431	1.27807	0.562385	0.35989	1.27842	0.802693	0.658779	0.0	0.289083	0.99581	0.0	0.26845	1.76789
NAPB	3.26653	2.82307	3.19711	2.96022	3.83183	3.40424	2.40418	3.48442	4.3323	3.31452	3.01449	2.64128
CST11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CST9L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CST9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CST3	187.258	179.795	202.511	239.914	183.642	194.906	180.251	224.904	207.303	253.496	244.281	235.853
CST4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CST1	0.0	0.0	0.279628	0.0	0.207893	0.0	0.307006	0.0	0.193432	0.251937	0.208581	0.0
CST2	0.0	0.0	0.317292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CST5	0.0	0.0	0.0	0.25334	0.0	0.0	0.0	0.229146	0.0	0.257022	0.425582	0.0
GGTLC1	0.0	0.0	0.201895	0.179295	0.150116	0.0	0.0	0.162189	0.0	0.363839	0.0	0.0
APMAP	112.326	101.182	115.085	113.155	110.891	110.834	111.711	116.033	115.975	120.495	124.253	125.429
ACSS1	0.0	0.147161	0.0941737	0.0	0.0560782	0.0430916	0.0516913	0.0378186	0.156544	0.067959	0.0702458	0.092632
VSX1	0.0	0.374805	0.0776603	0.0	0.115475	0.154745	0.0	0.0	0.0584733	0.0	0.0630528	0.0
LOC284798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC101926889	3.72563	10.3281	6.29458	4.89124	6.61018	5.97716	6.39254	6.44659	6.53138	6.02569	6.22122	5.60441
ABHD12	31.7961	28.4145	30.7167	34.8526	28.6356	33.0796	34.4736	37.2077	32.142	36.0955	30.7913	32.9678
NINL	7.64128	10.4437	9.81305	8.28034	8.38634	8.11609	8.91256	9.13938	9.08845	8.43007	7.02796	8.32772
NANP	7.52359	7.4995	7.52305	7.10332	6.81459	6.7272	10.1584	8.19616	7.05836	8.49206	6.96614	9.07959
ZNF337	3.79707	6.66429	5.67143	5.42517	6.45334	6.03003	5.53682	7.12385	6.775	5.90166	6.47369	5.9396
FAM182B	0.233619	1.57968	0.578541	0.380696	0.293092	0.721497	0.648876	0.672356	1.36366	0.71009	0.329742	0.108549
LOC101926935	1.66544	1.83877	1.66272	1.6129	2.14903	1.40474	1.57274	1.80818	1.80489	1.86681	1.6982	1.88487
NCOR1P1	30.8131	23.7276	36.8757	39.8113	31.7162	24.4857	35.7231	38.9134	35.0119	33.8755	37.7539	31.9667
MIR663AHG	0.182403	0.0	0.0	0.273681	0.0	0.0	0.0	0.247544	0.0	0.277658	0.114938	0.378464
MIR663A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.4187	0.0	0.0	0.0
FRG1CP	31.8206	36.3294	33.6618	35.0554	30.2476	34.577	31.9058	30.3459	30.6564	35.7831	35.4056	28.2534
FRG2EP	0.0	0.129923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.149818	0.0	0.0
MLLT10P1	6.81631	4.15297	3.54351	3.54022	4.281	1.6216	1.45891	3.91372	3.06401	3.59168	5.28636	3.26377
DEFB116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DEFB119	0.0	0.0	0.0	0.0	0.385259	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DEFB121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DEFB122	0.0	0.0	0.0	0.0	0.0	0.974618	0.0	0.855357	0.0	0.0	0.0	0.0
DEFB124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HM13-AS1	1.93725	0.0	0.545509	1.93779	1.21669	0.998555	0.598918	2.6291	2.26412	0.0	1.62763	2.00978
BCL2L1	93.482	84.5637	93.5529	118.463	115.293	104.855	87.4344	92.2269	96.2488	111.218	109.521	103.391
FOXS1	7.26928	9.81415	6.14085	6.81684	6.01814	6.2591	4.59688	5.38109	2.89631	3.39509	2.2903	3.08513
DUSP15	1.40499	2.47787	2.8982	4.08042	2.20033	3.77395	4.38544	4.43927	3.99141	2.99955	2.81829	3.4914
PDRG1	39.517	30.7591	31.3877	39.5673	31.4436	36.8833	32.4164	29.3787	32.9365	34.2708	32.7382	34.1365
TSPY26P	0.546127	0.240311	0.615134	0.409709	0.457328	0.281501	0.0	0.123527	0.212758	0.138555	0.458842	0.0
PLAGL2	12.3891	12.3885	11.464	12.1561	11.8729	12.0846	12.5551	12.3009	12.4871	11.5877	11.3804	11.9773
NOL4L	10.7293	13.3817	11.7022	10.5641	12.1503	10.9562	11.5173	10.9657	11.3759	9.93007	9.50859	8.95162
C20orf203	0.0	0.264717	0.169401	0.0902636	0.0755661	0.031009	0.111592	0.190501	0.164056	0.0915756	0.227448	0.0
COMMD7	35.16	31.1784	34.1645	33.2564	30.7562	30.6127	27.5163	30.0725	29.9304	32.0041	32.0058	32.0164
SUN5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDK5RAP1	19.1727	16.0353	14.0387	15.2989	14.921	16.6279	15.8384	16.5744	17.07	16.0698	14.9868	14.7586
SNTA1	22.2303	21.0426	24.8936	25.2099	19.8062	22.1844	19.5792	22.3346	19.7377	23.4778	22.0436	21.5429
NECAB3	11.4846	10.6502	9.2381	10.1184	11.9047	10.0176	8.27386	10.9021	9.49357	9.25393	12.4654	8.92429
E2F1	15.7796	18.8836	16.1331	18.8633	18.6168	19.0987	15.5926	19.7137	19.2177	16.0508	16.2623	18.9713
PXMP4	1.43371	3.21303	1.83081	2.35125	2.8899	1.72613	2.5074	3.21034	2.47444	2.71533	2.59463	2.07546
ZNF341-AS1	1.24915	1.09932	0.0	0.312375	0.261511	0.321937	0.0	1.9778	0.486641	0.0	0.0	0.0
RALY-AS1	1.57301	1.55738	1.23718	1.82795	3.95173	3.39698	2.71661	1.65628	2.85271	4.07922	2.15329	2.04425
EIF2S2	59.763	56.4558	48.5779	53.0056	51.6642	56.7964	55.9889	60.6083	61.7012	66.2307	64.5132	65.4431
AHCY	146.924	124.086	125.669	143.193	117.553	143.578	125.105	125.448	120.866	131.058	130.737	127.45
PIGU	15.4879	11.3419	12.0331	16.8774	12.9933	16.2578	13.8404	15.7259	13.8071	12.6484	13.3924	11.4937
NCOA6	13.1923	11.3355	10.8141	10.8521	11.5907	13.3518	12.0224	12.556	12.1429	11.8789	12.196	11.6673
HMGB3P1	0.26907	1.42078	1.59111	0.807433	1.6899	1.04019	0.499111	1.46065	0.62894	0.0	1.35639	0.83743
GGT7	20.9281	22.9392	22.3385	22.4453	23.1086	22.7236	22.8439	27.3254	25.0332	25.5318	24.7086	27.0415
GSS	34.8341	28.9369	33.0019	35.1694	31.3511	33.6451	27.8793	30.9271	28.4728	30.5598	30.1557	33.0986
MIR499B	0.0	0.0	0.0	0.0	0.0	0.0	471.427	0.0	0.0	0.0	0.0	0.0
TRPC4AP	41.5755	35.9603	37.0088	39.0955	36.2256	39.0592	34.0714	35.6192	34.0517	38.2791	35.6117	34.6842
EDEM2	26.1596	29.6344	34.5282	33.3916	27.5066	34.0192	33.8654	28.203	30.8652	34.8548	34.9079	33.6996
MMP24-AS1	9.51955	9.34436	8.5559	8.2371	7.81602	8.93441	8.37637	7.67564	6.84388	6.31653	7.64323	7.8501
EIF6	126.75	117.897	109.07	117.16	112.794	129.118	110.791	104.004	120.877	115.545	103.258	119.196
FAM83C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UQCC1	12.1385	14.0537	13.6492	11.6686	11.8477	12.0236	13.4776	12.5778	14.598	13.8013	12.9109	13.1035
GDF5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR1289-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C20orf173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0561326	0.0	0.0	0.0
FER1L4	0.706459	1.23101	1.52779	0.996384	1.77477	1.33277	1.20561	1.93669	1.61829	0.903327	1.3711	1.93488
CPNE1,RBM12	42.3638	43.4216	41.6886	42.1976	43.2034	40.8704	42.3174	42.2071	47.106	42.4832	43.8727	50.1321
NFS1	9.64204	8.40798	11.4775	10.8891	8.75468	8.22052	9.70503	9.70819	7.60407	9.59178	9.21543	9.04268
RBM39	80.0506	75.1854	82.7187	78.7883	82.4146	87.8983	90.9923	82.9822	77.0246	86.2147	83.3237	81.7592
SCAND1	42.4122	43.8398	53.4691	60.1143	45.8543	47.5036	37.6498	51.7082	45.6101	53.1686	47.9994	52.256
LINC00657	73.7405	72.003	79.72	70.0979	76.9032	68.8102	87.2261	81.6543	80.8878	82.7833	83.8602	87.5732
DLGAP4-AS1	0.733977	0.242228	0.31002	1.65191	0.230488	0.283746	0.0	0.747075	0.536138	0.13966	0.578127	0.190364
SLA2	0.0	0.739432	0.270391	0.0600317	0.402053	0.185608	0.0	0.217192	0.0467609	0.0609042	0.0	0.166032
NDRG3	10.2466	10.4255	10.4754	11.9003	10.0784	10.0418	9.13576	10.4073	9.00349	8.80419	8.76123	7.6405
DSN1	14.6929	13.4975	12.5455	11.7343	13.7263	13.5591	15.5735	13.2803	16.984	11.0772	10.8646	10.0941
SOGA1	8.67646	7.80302	5.66678	7.22849	6.85244	5.961	8.01191	6.0341	4.63507	7.97316	6.41912	4.9627
SAMHD1	10.3584	9.44153	7.55245	7.49341	8.32563	8.86693	8.2347	8.24213	8.03474	8.21239	8.27548	7.54792
RBL1	6.31243	5.93808	5.38769	4.19088	6.82268	7.22629	7.82444	7.41185	7.70153	5.3573	5.36842	6.48559
MROH8	0.614203	1.02224	0.778836	0.329412	0.406106	0.395905	0.217105	0.208388	0.299415	0.233986	0.258189	0.242845
GHRH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.550944	0.0	0.0
BLCAP	27.1263	27.1569	21.7699	28.3598	28.0302	25.4058	26.0547	24.5262	24.6736	24.5557	26.3908	25.3992
LINC00489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TTI1	16.3726	13.4861	12.6678	12.8298	12.597	13.3369	14.3781	13.1553	13.1484	12.4811	11.9747	12.6553
TGM2	21.7807	17.2371	15.7578	21.9476	23.368	22.7222	17.4923	14.1749	14.3095	20.2231	20.6543	18.7873
KIAA1755	0.0889401	0.0391361	0.150267	0.0444824	0.130338	0.0229221	0.192476	0.100586	0.034649	0.0451289	0.0373626	0.0
SNHG17	9.51263	6.74801	6.66329	7.27285	7.79358	9.11521	7.71004	8.42912	10.4666	10.9296	8.11457	9.5545
SNORA71B	0.0	0.0	0.0	20.8491	69.817	85.9493	25.7755	37.716	16.2401	21.1521	17.512	0.0
SNORA71A	0.0	34.6295	22.1606	0.0	16.4756	0.0	0.0	0.0	0.0	0.0	33.0602	0.0
SNORA71C	0.0	0.0	0.0	0.0	0.0	20.2825	0.0	0.0	0.0	19.9661	0.0	0.0
SNORA71D	0.0	0.0	0.0	19.6801	0.0	0.0	24.3303	0.0	0.0	0.0	0.0	0.0
LOC339568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAFB	0.0	0.380929	0.146262	0.0	0.21748	0.0892442	0.160582	0.0391619	0.134902	0.0878519	0.0727333	0.0
PLCG1-AS1	3.58831	2.13923	2.9335	3.48005	4.50729	3.84835	5.79729	3.37744	2.97622	2.64301	3.28225	2.16154
ZHX3	2.95242	3.27683	2.78006	2.21493	2.94086	2.48629	2.93016	2.28414	2.81322	2.76239	2.74914	2.49719
EMILIN3	0.203198	0.603536	0.557879	0.533542	0.478571	0.157107	0.329807	0.654943	0.682765	0.463969	0.416134	0.632416
CHD6	4.97752	6.68522	7.22296	5.95907	6.25229	5.94035	7.46366	7.01404	7.45922	6.15128	7.09262	7.66484
PTPRT	0.0	0.0390122	0.0124768	0.0	0.0185607	0.0114194	0.0	0.0100221	0.0	0.0	0.0	0.0153225
GTSF1L	0.0	0.0	0.276133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JPH2	0.415807	0.212144	0.305455	0.689847	0.30174	0.372771	0.229423	0.319403	0.0957527	0.275207	0.0526189	0.663545
OSER1	17.7905	18.0012	17.1649	18.8343	14.5197	18.573	17.9241	19.977	19.8424	20.9638	20.429	18.6439
FITM2	9.76361	15.1443	16.9084	15.0157	11.9575	13.7769	16.0735	15.5693	12.6948	15.4197	14.458	14.9405
HNF4A-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.242224	0.0	0.0	0.0
LINC01430	0.0	0.0	0.0	0.0	0.51143	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01620	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SERINC3	42.3903	40.1727	44.4786	51.3732	48.0904	50.4738	40.2147	44.8268	45.9772	45.3071	48.5414	45.1021
ADA	16.492	15.5506	14.7514	16.5312	15.1451	15.5372	15.4245	12.9777	13.4437	19.4086	16.5051	15.6717
LINC01260	0.0	0.254936	0.0	0.0	0.0	0.0	0.0	0.0	0.112853	0.0	0.0	0.0
KCNK15-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.235631	0.0	0.0	0.0	0.0
RIMS4	2.57434	1.84481	2.73393	2.64862	2.10249	1.96256	2.14887	2.24595	2.21355	1.90338	2.20217	1.64058
TOMM34	47.8819	37.2664	39.0165	49.0177	37.3398	41.5715	43.0215	39.4629	40.3968	41.3785	41.8634	38.1872
STK4-AS1	0.0962583	0.381207	0.162632	0.144427	0.0604552	0.297698	0.0	0.326587	0.3375	0.0	0.0606553	0.199724
KCNS1	0.127368	0.0	0.0717308	0.0637016	0.0799937	0.0328258	0.0393769	0.144045	0.0248098	0.0969412	0.0	0.0
WFDC5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WFDC12	0.0	0.426232	0.272761	0.0	0.0	0.0	0.0	0.0	0.188681	0.0	0.0	0.0
SLPI	0.0	0.0	0.0	1.05665	0.0	0.725999	0.870886	0.318581	0.0	1.07201	0.295842	0.0
MATN4	0.311219	0.27388	0.175265	0.222448	0.0651431	0.160423	0.0	0.070391	0.121239	0.315835	0.13074	0.430521
SDC4	131.309	114.819	127.131	162.499	155.721	145.904	151.133	129.97	146.318	170.388	151.372	149.942
TP53TG5	1.18433	0.938045	1.20057	1.24389	0.595054	0.366276	1.09843	0.642912	0.830494	0.901404	0.746279	0.0
SPINT3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPPIN,EPPIN-WFDC6,WFDC6	0.721565	2.31362	1.39347	0.309271	1.3697	0.557894	0.0953389	0.349695	0.722917	0.392235	0.844506	0.641609
WFDC8	0.172812	1.36876	1.0219	0.388935	0.65121	0.0	0.480837	0.351792	0.0	0.263059	0.217788	0.717128
WFDC9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WFDC11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WFDC10B	0.0	0.0	0.0	0.0	0.846775	0.0	0.625224	0.0	0.787873	0.0	0.0	0.0
MIR3617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WFDC3	2.77454	5.49393	2.9298	3.81604	2.75904	5.00546	1.5011	3.7654	2.83735	3.69553	5.09927	3.59801
TNNC2	1.1575	0.0	0.325939	0.578909	0.0	0.0	0.0	0.261812	0.0	0.293662	0.0	0.400278
ACOT8	16.368	16.0797	16.2389	20.8464	16.0176	17.3643	16.7696	19.1139	17.9063	20.57	18.2293	15.9935
SPATA25	0.357364	1.887	1.20756	1.60858	2.24443	0.276305	0.0	0.484989	0.626493	1.90396	1.35112	1.48297
NEURL2	0.0	0.393123	0.125789	0.446836	0.280558	0.115119	0.138105	0.505197	0.870142	0.22666	0.938289	0.617871
PLTP	8.09656	4.46668	7.14596	8.8845	5.99582	5.69638	6.27648	7.13404	8.40343	8.36981	7.61476	8.77578
ZNF335	5.63231	7.89267	6.18539	5.78555	7.04756	6.02966	6.5097	7.11458	7.01306	7.18867	5.46014	7.01181
NCOA5	18.6927	18.0417	16.464	19.127	17.6677	19.8073	14.7791	15.1378	15.3285	17.2126	16.1814	14.8146
CDH22	0.0995115	0.0	0.0	0.0	0.0937476	0.0	0.0	0.0	0.0	0.0	0.0627052	0.0
SLC35C2	23.0575	25.0623	24.5614	24.0321	23.6797	24.4115	25.1731	26.1272	23.1426	20.8132	21.5329	27.1872
ELMO2	17.3062	18.7911	18.4258	18.3533	16.7217	19.1383	20.3644	19.0624	15.7005	16.8185	17.5812	17.0908
ZNF663P	0.77738	0.513103	1.31341	0.874795	0.488235	1.05184	0.3605	0.395626	0.908547	0.739591	0.367388	0.403242
MKRN7P	0.901553	0.340036	0.761602	0.57973	0.566222	0.298739	0.358358	0.436972	0.225787	0.392104	0.649252	0.26723
ZNF334	2.99805	3.01635	2.68537	2.64889	3.21368	2.8514	2.79752	3.23566	3.02583	3.77287	3.02473	2.26683
OCSTAMP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC13A3,TP53RK	9.86241	8.43926	7.15215	8.34544	9.2391	8.94022	9.88008	8.03865	8.77177	10.7778	10.9645	9.29115
ZMYND8	17.5237	17.8429	17.7622	18.8202	20.729	17.8565	19.441	20.3603	21.8843	20.8896	22.4388	23.2177
SULF2	0.199233	0.197252	0.547004	0.411039	0.156412	0.346599	0.230981	0.135192	0.174639	0.151639	0.376635	0.310041
LINC01522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.194283	0.482545	0.0
PREX1	5.95454	4.91281	4.74	5.00406	4.33309	3.98414	4.8058	5.10894	4.0986	4.83711	4.8886	3.89062
CSE1L-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.343086	1.51524	0.0	0.0	0.0
STAU1	65.7959	67.2734	64.6258	65.5149	62.6654	68.0646	66.6293	60.6637	59.7837	62.8372	57.7525	60.577
ZNFX1	12.2766	11.2562	11.2605	11.9075	12.3559	11.7558	12.4344	10.2127	10.2958	10.7122	11.1345	11.404
KCNB1	0.466334	0.684	0.744116	0.816311	0.715934	0.600929	0.768913	0.808673	0.787249	1.45917	0.881554	0.645057
PTGIS	3.30664	3.73503	3.2541	3.09444	3.38273	2.45118	3.06683	2.89145	3.26695	3.83994	3.17912	4.10237
B4GALT5	24.0485	22.1309	21.106	26.65	25.3773	25.1691	27.2484	28.2191	27.6782	30.4751	28.7177	26.2997
SPATA2	7.21283	6.17954	5.72999	9.13798	6.87004	6.02992	6.02517	6.51501	6.43909	6.32595	6.04999	6.64877
TRERNA1	0.0	0.0	0.396612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM189,TMEM189-UBE2V1,UBE2V1	129.023	106.338	109.172	115.606	110.401	113.172	107.335	97.1013	106.101	109.101	117.157	112.742
CEBPB-AS1	0.664667	1.93032	0.786085	0.797821	1.00187	0.359732	0.802263	1.21775	0.621901	0.657652	0.963302	0.758506
LINC01271	3.68812	4.39363	5.09135	3.91409	3.22026	2.71246	3.40283	4.15069	4.57324	4.38177	4.08116	4.19948
FAM65C	0.0	0.0	0.0	0.0337962	0.0282932	0.0	0.0	0.0	0.0	0.0	0.113655	0.0467356
MIR1302-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADNP	19.4221	18.0595	19.7369	17.7078	17.5861	18.3973	20.2119	18.0135	18.8797	18.1279	16.3315	18.1668
DPM1	47.6254	47.6175	43.511	49.5657	48.3595	53.3484	43.9587	54.7726	48.7278	56.7449	53.9333	51.9811
KCNG1	3.37783	3.97696	3.39333	3.01349	2.92416	3.10574	2.79417	2.60181	3.25424	4.23852	2.58868	3.599
NFATC2	0.683759	0.83039	0.785566	0.561343	0.452534	0.317191	0.514057	0.244921	0.388658	0.316382	0.172334	0.287489
MIR3194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP9A	12.3558	11.6926	12.9319	12.5454	14.1333	11.7976	12.7023	11.1958	12.3238	13.1243	12.9919	13.1015
SALL4	0.617229	1.18515	0.568816	0.252573	0.634339	0.433841	0.156127	0.228452	0.229528	0.213536	0.601081	0.116425
LINC01429	0.173383	1.1444	0.439405	0.325183	0.653361	0.335138	0.723638	0.529431	0.557254	0.461874	0.874031	0.449685
ZFP64	11.3602	10.602	11.5841	11.3193	10.8506	10.6419	9.86712	11.3234	10.4171	10.8096	10.8636	10.9603
ZNF217	10.5392	9.43913	11.766	10.5252	11.11	10.3758	12.5722	11.7276	10.7729	12.7416	10.6983	10.4768
SUMO1P1	0.0	1.20873	0.154702	0.0	0.345044	0.0	0.0	0.0	0.0	0.0	0.0	0.189985
BCAS1	0.302999	0.559982	0.767904	0.454631	0.418664	0.609119	0.112406	0.657945	0.602022	0.184492	0.381863	0.0
MIR4756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CYP24A1	0.0642531	0.0848194	0.152329	0.192833	0.121074	0.0929458	0.0595931	0.130811	0.300414	0.22874	0.161968	0.133326
LINC01441	0.352917	1.39764	0.149066	0.198571	0.66495	0.477515	0.245491	0.299345	0.360906	0.268609	0.500363	0.0915323
CBLN4	0.0633987	0.418458	0.160671	0.0475622	0.0398177	0.147055	0.0588007	0.12906	0.0740959	0.096507	0.0798989	0.131544
AURKA	40.2906	30.3739	25.7026	25.5801	22.4969	28.6522	30.344	28.1418	31.1086	28.8462	28.5985	30.6373
GCNT7	0.296848	0.130621	0.250768	0.222698	0.124291	0.229515	0.0917732	0.134287	0.115645	0.0753116	0.374106	0.513269
BMP7	1.63511	3.04728	2.11256	2.16472	2.02367	2.34254	2.45321	2.87172	2.22014	2.08638	2.42432	1.64644
MIR4325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MTRNR2L3	0.156103	0.412137	0.263741	0.702657	0.0980407	0.362084	0.144782	0.105926	0.456105	0.237623	0.688556	0.323894
CTCFL	0.295457	1.78033	0.571655	0.218076	0.940838	0.267121	0.282859	0.132576	0.50962	0.2583	0.496919	0.371102
ZBP1	0.393884	2.72983	1.16461	0.886496	1.4843	0.380677	0.913305	0.935476	0.748069	0.224841	1.11691	0.612949
PMEPA1	123.912	107.847	105.905	111.009	95.4171	91.5875	79.6916	85.741	60.9576	77.7385	66.155	56.831
ANKRD60	0.287303	1.89632	0.436868	0.215537	0.938295	0.75526	0.692814	0.0779814	0.604404	0.21867	0.217246	0.357671
PPP4R1L	3.27156	2.21473	2.40938	2.20262	3.00304	2.6592	2.80088	4.49684	3.03925	3.44772	3.01297	4.00323
APCDD1L	0.399842	0.150797	0.19301	0.244161	0.286997	0.132487	0.293291	0.0387538	0.233654	0.224554	0.215959	0.0
MIR296	0.0	0.0	0.0	0.0	0.0	232.625	0.0	0.0	0.0	0.0	0.0	0.0
MIR298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GNAS-AS1	1.35185	2.54936	1.46828	0.724406	2.06193	0.895899	2.50762	1.31045	2.14421	0.293974	1.21692	1.60281
LOC101927932	0.384222	0.0	0.973734	0.288246	0.0	0.0	0.0	0.260719	0.0	0.292436	0.72633	0.0
CTSZ	163.028	153.347	165.433	179.835	163.128	168.541	168.327	179.813	172.362	194.014	174.048	168.247
ATP5E,PRELID3B,SLMO2-ATP5E	738.971	698.822	773.538	864.708	683.808	785.839	784.216	720.944	735.636	798.214	732.698	697.588
LOC100506384	0.0	0.0	0.0	0.0	0.243857	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SYCP2	1.06108	1.03924	0.925284	1.0785	0.924383	0.714544	1.07937	0.952275	1.34013	1.01602	0.97058	0.816729
PPP1R3D	2.82107	2.53235	3.47939	3.25924	2.33875	2.53016	4.23868	2.9097	3.16518	2.74835	3.48418	1.87308
LOC101928048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR1257	51.2043	67.5939	0.0	38.4138	0.0	0.0	0.0	0.0	29.922	0.0	0.0	0.0
TAF4	8.77799	9.72047	8.11824	7.64646	8.93582	8.13787	8.41147	7.93249	7.46338	6.80769	8.02167	6.94866
