tracking_id	DMSO_CT00_0	DMSO_CT24_0	DMSO_CT04_0	DMSO_CT28_0	DMSO_CT08_0	DMSO_CT32_0	DMSO_CT12_0	DMSO_CT36_0	DMSO_CT16_0	DMSO_CT40_0	DMSO_CT20_0	DMSO_CT44_0
XLOC_018002	34.6841	28.6244	31.7116	31.9212	29.7012	29.3105	33.2481	28.2229	31.6143	30.5655	28.9634	30.8127
XLOC_018003	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018004	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018005	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018006	6.05722	6.86035	6.91965	7.15335	5.85497	7.14733	6.07347	7.004	5.92585	8.07409	7.29512	7.79457
XLOC_018007	0	0	0	0	0	0	0	0	0	0	0	0.151243
XLOC_018008	913.795	936.493	899.555	921.423	968.832	934.274	1056.56	1001.07	890.767	1009.23	989.461	991.499
XLOC_018009	10.5222	7.84581	8.88605	9.86435	9.6229	9.00404	9.36625	7.81604	8.98331	8.69647	9.27485	5.98698
XLOC_018010	13.1309	24.3571	17.3338	17.8203	11.0925	3.83661	4.92544	0	8.24687	8.27416	10.1524	13.6225
XLOC_018011	1.15568	3.21565	4.88199	2.50949	2.68479	1.95852	1.69424	1.84719	3.33887	2.80374	1.87646	2.39793
XLOC_018012	24.7071	22.3407	20.8276	23.372	21.2219	23.1799	24.1428	24.2944	23.4018	24.9693	25.5572	24.2461
XLOC_018013	5.8273	6.30274	6.31698	8.27375	8.47825	7.28615	8.75286	9.3162	7.27838	8.11908	6.91588	8.8707
XLOC_018014	64.2688	63.9436	68.6446	63.1674	68.0186	70.3918	63.197	62.8374	65.6202	60.6894	63.0261	65.0269
XLOC_018015	50.2985	45.1025	43.5274	52.6291	39.0266	45.1807	54.0298	57.2169	42.3715	50.4261	50.3592	55.8992
XLOC_018016	21.8044	17.2519	20.3259	17.0396	20.864	15.3988	16.823	17.5394	15.7063	17.5815	17.8973	16.6171
XLOC_018017	1.69866	1.57546	1.46241	2.20507	1.8717	2.63265	1.38516	1.9112	1.57708	1.62883	2.56961	1.83887
XLOC_018018	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018019	7.10419	10.1909	9.62821	9.25564	8.32193	11.1259	8.66952	9.66066	9.69698	9.43064	7.39694	10.22
XLOC_018020	37.3291	34.195	36.0522	34.4516	39.0367	34.7331	38.5433	34.8158	33.6108	31.8795	33.8252	32.9568
XLOC_018021	0.0934545	0.195023	0.123368	0.142683	0.148026	0.157008	0.201567	0.106694	0.139399	0.125138	0.153545	0.133311
XLOC_018022	80.7094	73.0514	68.6823	76.8686	72.9289	70.9141	80.2272	78.0476	75.3104	68.5668	77.5016	70.5733
XLOC_018023	15.296	15.3967	17.2226	16.5763	16.2279	15.5634	15.4915	15.2373	15.2294	15.3081	14.1222	14.5151
XLOC_018024	3.08208	1.63346	0.871844	1.04569	1.11585	1.80106	0.990944	0.670231	1.79744	0.971057	1.02128	1.37034
XLOC_018025	50.125	50.25	46.8325	48.5483	51.8571	49.4952	47.9082	43.6762	53.7329	46.3698	44.1118	43.9145
XLOC_018026	43.9366	40.345	38.0706	41.4815	42.7105	40.5163	39.2866	34.611	40.1195	40.2391	41.2529	41.8902
XLOC_018027	9.61354	7.42168	10.1232	8.22023	10.2337	8.34554	12.6317	8.41664	10.0165	7.45843	8.72189	7.2639
XLOC_018028	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018029	0	0.201118	0.107453	0	0	0.0633581	0	0	0.0511226	0	0	0
XLOC_018030	0.893034	2.25891	1.28605	1.15687	1.44023	1.09116	1.82717	1.29761	1.17273	1.33008	1.12986	2.10561
XLOC_018031	232.608	202.012	212.924	203.661	224.895	201.297	239.084	210.182	211.925	200.626	228.312	208.929
XLOC_018032	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018033	2.68321	2.37357	3.35625	3.74665	6.51338	4.96679	3.74683	2.38606	4.54302	1026.45	3.95752	4.23031
XLOC_018034	0	0	0.188558	0	0.241329	0.250408	0	0	0.179419	0.0900064	0	0
XLOC_018035	0.316225	1.46646	1.25233	1.50205	0.80141	2.0327	2.37235	3.36956	1.19164	1.59411	1.71148	1.64032
XLOC_018036	11.3604	11.0272	11.5953	10.6337	12.7455	11.1207	13.8901	11.2676	10.7899	10.6984	11.1425	7.59002
XLOC_018037	4.53456	6.5792	6.24274	6.19781	5.14408	5.7919	5.56461	6.36038	5.83843	6.61294	6.01052	6.0149
XLOC_018038	44.5533	44.3495	47.9799	45.9906	43.0035	45.3354	52.5005	48.5074	41.6915	46.3066	51.1118	51.0866
XLOC_018039	0	0	614.242	0	0	0	0	0	146.118	0	0	0
XLOC_018040	0.839414	1.31752	1.47746	1.35827	0.87275	1.57219	0.742764	1.29416	1.06791	1.12569	0.748861	1.49606
XLOC_018041	137.73	116.271	95.709	109.748	117.784	81.6181	144.62	133.434	116.198	114.138	151.297	87.7946
XLOC_018042	20.4139	18.094	18.8052	19.7211	21.3134	21.5803	22.1038	20.2696	20.5886	17.0517	21.6967	22.0792
XLOC_018043	6.78777	7.50908	7.28709	6.54819	5.63046	7.43128	6.68739	6.69123	7.44753	6.23541	5.24813	6.74494
XLOC_018044	18.1334	17.4202	14.3786	19.406	17.7562	17.7098	23.0842	15.82	17.9036	14.9086	19.0403	19.7593
XLOC_018045	0.213138	0.0988399	0	0.289256	0.0900257	0	0.160186	0.243519	0.334656	0.110416	0	0
XLOC_018046	0	0	0	0	0	0	0	0	0	0	0	1.52745
XLOC_018047	0	0	0	0	0	0	0.129725	0	0.543146	0	0	0
XLOC_018048	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018049	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018050	6.63607	6.84844	6.5424	6.78274	8.22551	7.26489	6.67964	7.15284	7.22747	6.66937	8.05346	9.41136
XLOC_018051	0.18525	0	0.366818	0.125704	0.23474	0.0541268	0	0.140996	0.232693	0	0.214846	0.288278
XLOC_018052	26.7168	27.19	25.7882	26.2163	26.4361	25.8457	28.2954	33.1341	25.3215	23.7085	24.9988	30.9426
XLOC_018053	24.0423	20.4808	22.7108	21.7278	20.242	18.9555	20.3436	22.2958	18.3765	18.1525	21.2806	22.0584
XLOC_018054	14.478	11.6861	15.6513	15.7595	15.5748	12.1619	15.6232	13.9776	12.7833	15.4106	12.2947	13.1497
XLOC_018055	4.09288	6.57615	5.18901	5.2845	3.02195	5.81812	6.28723	4.83302	3.95086	4.27788	5.56711	5.52716
XLOC_018056	0.285212	0.39679	0.301202	0.416098	0.337312	0.500003	0.385142	0.336471	0.367212	0.359441	0.319751	0.369862
XLOC_018057	5.02381	4.03222	4.20867	6.42355	4.08072	5.64566	4.99983	6.25026	6.37112	4.80833	4.48186	6.71533
XLOC_018058	27.1718	27.625	31.9251	30.5911	29.2686	27.9122	28.3111	25.0773	31.147	29.8664	27.7647	28.7108
XLOC_018059	0	0.0221055	0	0	0	0.0278556	0.0178805	0.0362808	0	0	0	0
XLOC_018060	50.3286	53.6455	41.6477	47.9136	41.8814	43.457	52.4089	49.7402	37.7421	49.2271	41.8167	60.0058
XLOC_018061	58.9755	50.5948	56.3238	47.075	46.2077	53.6566	52.8389	51.1561	54.7288	54.3641	54.8121	50.3432
XLOC_018062	0	0	0	0	0	0	0	0	0	0	0	21.2613
XLOC_018063	0	0	0	0	0	702.099	300.452	0	0	252.362	0	0
XLOC_018064	141.04	0	0	95.7044	119.146	82.4187	0	429.388	354.321	88.8734	218.096	0
XLOC_018065	0	0	0	0	313.998	0	0	0	0	0	0	0
XLOC_018066	114.4	98.7326	106.845	106.153	100.529	112.804	99.3174	109.993	103.505	117.553	112.222	117.381
XLOC_018067	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018068	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018069	0	0.89318	0	0.653472	0	0	0.722467	2.1989	0	0	0	0.999076
XLOC_018070	18.4549	14.5693	12.5118	12.3035	13.9583	12.154	15.512	13.6085	15.1237	14.1346	15.3401	12.5826
XLOC_018071	0.44844	0.320882	0.460419	0.338108	0.315686	0.346596	0.260632	0.507858	0.358497	0.455272	0.288934	0.439382
XLOC_018072	3.20777	3.53297	4.63151	4.89752	3.04855	3.8076	2.4817	2.74666	2.8331	2.71614	4.80532	2.91188
XLOC_018073	0	0.0491785	0.0699962	0.0719604	0.044793	0.0309854	0	0.0807145	0	0.0668242	0.0409968	0.110018
XLOC_018074	5.87606	6.79801	6.08838	6.43088	6.45808	6.6088	7.21919	6.53441	6.11423	6.69088	5.9605	5.96484
XLOC_018075	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018076	0.583215	0.38637	0.439939	0.848033	0.563064	0.681621	0.375028	0.507305	0.837233	0.367502	0.708599	1.03723
XLOC_018077	13.8287	14.1083	14.604	13.1584	13.4874	13.3152	12.1191	13.7305	13.0869	14.0808	14.3855	12.4553
XLOC_018078	10.0062	9.8662	11.0289	11.4373	9.35567	9.11155	10.2762	9.68619	10.9215	10.1006	10.741	10.7336
XLOC_018079	8.60442	3.646	4.18867	5.38277	3.30024	3.63315	1.2076	4.14974	1.98868	2.93484	3.06664	2.46886
XLOC_018080	10.7621	10.9139	10.303	11.6005	11.0654	10.01	10.2646	10.4704	10.6542	10.8467	9.95843	9.93575
XLOC_018081	35.8566	34.3708	34.4534	30.3309	31.4725	31.9946	35.9454	35.6011	32.969	31.9179	31.0579	33.6856
XLOC_018082	6.89437	8.26588	5.99344	8.72896	7.03158	7.46807	7.44294	8.89496	6.60065	8.52977	7.47577	6.71636
XLOC_018083	9.95798	13.094	11.1298	10.7447	11.3206	11.4716	9.35443	9.70952	11.1356	9.37116	9.94754	12.793
XLOC_018084	11.615	14.1534	12.2722	13.7394	10.7134	12.6037	11.8843	16.8776	13.0356	16.8393	14.0396	17.2645
XLOC_018085	7.97742	7.92601	7.72693	9.05753	7.34234	9.51138	7.04488	10.3678	9.62909	10.8816	9.34081	5.77608
XLOC_018086	0	0	0	0	0	0.0538019	0	0	0	0	0	0
XLOC_018087	15.937	16.3441	14.214	17.3455	13.9215	17.7248	15.9843	17.9339	16.6642	16.1974	16.4736	17.9559
XLOC_018088	0	0.0550139	0.156624	0	0.100229	0.034662	0	0	0.0372534	0	0	0
XLOC_018089	0	0	0.148961	0	0.0953254	0.0659411	0.0846551	0	0.0708708	0.284421	0.0872467	0
XLOC_018090	0	0	0	0	0	0	0	0	0.14499	0.0483941	0	0
XLOC_018091	0.533465	1.36063	2.99293	0.633482	1.12663	1.40282	0.800419	0.710547	0.83761	2.18499	1.03115	1.93703
XLOC_018092	0.169627	0	0	0.575512	0.28659	0	0	0.129105	0.319603	0.106887	0	0
XLOC_018093	0	0	0.518019	0	0.331498	0	0.294392	0	1.47874	0	0.303404	0
XLOC_018094	8.78349	8.69079	8.56624	7.8852	7.35678	8.79765	8.61352	7.32204	8.47334	7.29162	7.08487	8.61936
XLOC_018095	1.41272	1.23747	0.725243	1.01188	1.12712	1.33004	0.412158	1.55312	1.2816	0.98911	1.09228	1.70988
XLOC_018096	0	0	0	0.0198203	0	0.0512064	0.0219129	0.0444628	0	0.0368111	0	0.0303027
XLOC_018097	0	0	0	0	0.26174	0	0	0	0	0	0	0
XLOC_018098	1.02	1.00515	2.35635	1.12472	1.18479	1.1176	0.430432	0.630772	2.00192	1.36581	1.13367	0.793641
XLOC_018099	0	0.0978989	0.13934	0.0358099	0	0.0308388	0.0395908	0.0401662	0.0331443	0.0997716	0.0408028	0
XLOC_018100	0.0907972	0.505273	0.23972	0.308058	0.0767025	0.318352	0.20435	0.552855	0.171076	0.686569	0.35101	0.0941965
XLOC_018101	0	0	0	0.322696	0	0.555799	0.356767	0	0	0	0	0
XLOC_018102	14.0482	11.7796	11.6472	9.5281	8.98591	13.2038	13.1434	11.294	11.4547	11.0087	10.5892	14.1458
XLOC_018103	0.780904	0.304955	0.813835	0.61356	0.312481	0.696508	0.524173	0.563073	0.567887	0.362579	0.571997	0.554306
XLOC_018104	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018105	0.265345	1.12336	1.7504	0.634712	0.448149	0.564993	0.397905	1.28245	0.751027	0.959094	0.730448	0.632068
XLOC_018106	0	0	0.134602	0	0	0.0595845	0	0	0	0.0642509	0	0
XLOC_018107	31.3758	38.5047	31.5691	36.9338	35.3134	39.1294	33.9441	38.5874	31.1806	38.8184	35.9447	36.0238
XLOC_018108	2.92716	4.09801	2.6642	3.25032	3.40947	3.33091	2.93455	4.06099	3.18594	3.67819	3.82677	3.24571
XLOC_018109	1.21216	2.24849	2.40022	1.30233	1.36532	1.59377	1.51562	1.69141	2.6011	2.16415	0.937208	1.57192
XLOC_018110	1.08687	1.34405	0.956502	1.22918	0	0.423417	0.815375	0	1.59275	0.228289	0.560224	1.50341
XLOC_018111	7.76812	7.38948	5.78462	4.59537	6.73051	4.19023	7.02313	5.45761	4.37839	4.51839	4.62008	4.33943
XLOC_018112	0	0.0683888	0	0	0	0	0	0.0561217	0	0	0	0
XLOC_018113	21.7009	26.1142	22.1198	28.2393	23.4374	29.2952	27.3053	31.361	23.2043	29.599	23.7873	28.3554
XLOC_018114	30.0357	28.3043	27.2832	27.768	27.5612	29.2936	26.9251	31.4418	24.4145	28.0385	28.5456	26.4042
XLOC_018115	1.89347	1.05369	2.33291	1.97009	1.49291	1.47531	1.3258	1.34507	2.29912	2.0681	2.24478	2.09532
XLOC_018116	0	0.733651	0	0	0	0	0	0	0	0	0	0
XLOC_018117	0	0	0.452939	0.0465649	0.0579703	0.0802015	0	0	0	0.0432413	0	0
XLOC_018118	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018119	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018120	0	0.0915271	0	0	0.0833651	0.0576675	0	0	0	0.0621839	0.2289	0
XLOC_018121	12.8244	13.0988	10.616	13.8701	10.0952	12.2414	13.3911	10.1599	12.9394	10.8822	14.3749	10.7954
XLOC_018122	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018123	0	0	0.187319	0.0160467	0	0	0.0177409	0.0179988	0	0.029804	0.0365697	0.0245334
XLOC_018124	8.34941	14.4053	33.8953	12.3668	15.9268	12.4863	8.82319	11.2747	21.6521	16.3494	14.577	14.0641
XLOC_018125	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018126	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018127	0.0838575	0.173205	0.0784923	0.0538007	0.0709643	0.096022	0.0611913	0.0913942	0.0256046	0.0891306	0.0315211	0.0634816
XLOC_018128	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018129	35.8651	51.9632	110.446	48.4182	52.9136	53.5914	35.8667	40.9707	69.7044	53.9378	44.1213	47.4546
XLOC_018130	22.2789	26.3371	20.6949	23.8406	22.834	24.8736	23.24	23.8667	21.0772	26.0748	21.3563	24.576
XLOC_018131	0	0	0	0	0	0	0	0	0	0.0389957	0	0
XLOC_018132	6.46661	7.32644	8.28088	5.59668	7.22919	7.08253	5.98424	6.98485	7.22291	7.39322	7.66439	6.26682
XLOC_018133	21.0143	18.2238	18.2267	17.8631	18.2008	16.1813	17.1311	18.5349	16.4857	17.3051	18.5353	21.565
XLOC_018134	0.0328362	0.328309	1.34898	0.0726391	0.188499	0.890745	0.186922	0.212936	0.994051	0.441561	0.29668	0.410159
XLOC_018135	17.1332	18.7776	16.5055	16.3792	14.7547	16.9683	15.791	17.3319	17.4557	15.3774	17.8627	17.2358
XLOC_018136	12.8578	9.98393	11.8418	8.62335	10.6092	11.1831	12.7865	10.9241	11.4557	8.19627	13.2936	10.7023
XLOC_018137	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018138	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018139	2.88234	3.19492	2.48967	1.96781	1.41982	3.69211	2.30653	2.34709	1.39523	1.18138	2.37708	2.30344
XLOC_018140	7.96374	7.0783	6.76794	6.54797	6.83644	7.11756	6.68011	5.90383	5.47749	6.54774	6.53654	7.25488
XLOC_018141	5.8976	4.88729	5.89658	5.80156	5.42865	5.29188	4.26734	4.8473	5.17245	5.16758	5.3828	4.01859
XLOC_018142	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018143	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018144	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018145	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018146	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018147	0	0	0	0	0.209817	0	0	0	0	0	0	0
XLOC_018148	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018149	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018150	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018151	0	0.228509	0	0	0	0	0	0	0	0	0	0
XLOC_018152	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018153	2.99531	2.98535	2.45817	2.6937	2.3401	2.33132	2.33375	3.31077	3.02482	2.68326	2.90128	2.1325
XLOC_018154	5.79824	7.37498	5.84812	5.91092	5.77875	7.68977	6.99137	7.83661	5.76929	6.55816	6.03398	7.97539
XLOC_018155	91.715	73.6203	75.1079	64.4913	62.9377	71.2065	68.7721	69.257	69.5221	68.0487	79.8872	73.6971
XLOC_018156	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018157	14.1974	15.9016	13.4138	13.703	13.0901	13.086	14.7373	14.6472	14.4096	14.4573	15.0339	13.7939
XLOC_018158	19.4912	19.0375	17.3051	20.9509	19.5255	20.1592	24.457	22.8432	19.3914	19.4555	25.0723	25.5893
XLOC_018159	8.68573	4.1551	6.63814	5.7077	4.86587	7.47988	5.83019	6.6804	4.88087	4.72419	4.87763	4.93229
XLOC_018160	15.7063	13.0731	12.7591	13.8459	11.7939	8.94286	12.9915	11.1369	15.1759	10.7429	12.974	9.88799
XLOC_018161	0	0	0	0	0	0.101749	0	0	0.0393433	0.0548578	0	0.0903172
XLOC_018162	56.3031	59.0596	52.6632	57.7439	57.4627	55.8861	60.3076	54.1556	56.0615	53.9671	54.559	53.6789
XLOC_018163	0.264055	0.163269	0.464765	0.119452	0	0.360043	0.264128	0.40195	0.22112	0.499167	0.272213	0.456567
XLOC_018164	15.8138	14.5629	17.0261	14.8403	16.2013	16.9747	14.7244	15.4506	14.2991	16.7493	14.5681	15.5914
XLOC_018165	84.019	68.1954	63.9924	67.8746	71.2057	64.6886	76.2623	73.7913	62.3109	77.9042	71.884	72.0585
XLOC_018166	4.42282	6.28541	4.66728	5.66348	6.80962	5.83606	6.26145	4.50644	5.46591	4.76479	5.0191	5.32846
XLOC_018167	0.472514	0.657368	0.623758	0.160315	0.399164	0.13806	0	0.179818	0.445145	0.446618	0.548003	0.490204
XLOC_018168	4.86601	6.01755	5.68046	5.47229	4.42204	5.57013	4.46173	5.46209	4.80874	5.12583	4.88332	4.99716
XLOC_018169	15.7272	15.3831	14.6778	15.4513	14.9248	14.0686	14.6517	13.8829	15.7736	15.1472	14.1867	14.88
XLOC_018170	2.3915	5.17547	2.76236	4.93597	3.11457	4.19253	3.73775	4.92971	5.00662	5.21156	3.23583	2.58441
XLOC_018171	0	0	0	0.0365702	0	0	0.0404314	0.041019	0	0.13584	0.250015	0
XLOC_018172	63.4512	62.3335	58.7802	53.8016	59.2892	58.8373	57.0093	58.9643	58.517	60.6652	62.0923	62.6131
XLOC_018173	5.23783	6.08641	4.13273	5.43343	6.30653	6.31444	5.37478	6.36935	5.93646	5.72848	5.12038	4.93425
XLOC_018174	0.337697	1.09622	0	0.114575	0.427913	0.296008	0.126672	0.128513	0.212091	0.31919	0	0.52551
XLOC_018175	0.286898	0	0.75746	0.194679	0	0.25148	0.215233	0.218362	0.0900936	0.361567	0.332734	0.446459
XLOC_018176	14.0002	16.5842	15.1487	15.9139	14.4301	14.3181	13.8691	15.6137	14.1251	15.7206	15.2271	15.341
XLOC_018177	0.16701	0.464693	1.10234	0.226654	0	0.19519	0.125292	0.127113	0.209782	0.526191	0.129128	0.346525
XLOC_018178	0	0	0.111847	0	0	0	0.127133	0.064487	0.106432	0	0	0
XLOC_018179	2.35141	2.60028	4.65611	2.88329	3.82002	3.69851	4.68155	3.30247	4.77128	3.30535	2.93687	4.31597
XLOC_018180	8.41278	8.69803	7.82851	7.51009	8.47578	9.02634	6.67346	8.50243	7.79557	9.14665	7.43757	7.58311
XLOC_018181	0	0	0	0	0	0	0	0	0	0	0.0887029	0.119021
XLOC_018182	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018183	0.237991	0.367884	0.628335	0.215322	0	0.185431	0.0595142	0.0603792	0.348765	0.349919	0.0613361	0.1646
XLOC_018184	0.684187	1.2167	2.81556	1.16873	1.21878	1.24637	0.415085	0.416594	1.89444	1.34399	1.43288	1.22516
XLOC_018185	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018186	8.5974	8.24121	7.36577	8.90909	8.25226	7.69432	7.41748	6.61067	7.15052	7.55123	8.28125	7.32244
XLOC_018187	1.65373	3.02728	1.4937	2.06718	2.57347	2.12676	1.95892	2.4242	2.1593	3.01655	2.08619	2.66378
XLOC_018188	27.4733	22.3203	21.53	18.911	18.5872	19.0169	25.1493	20.7785	25.4589	18.2029	24.5777	17.7643
XLOC_018189	16.1858	14.4592	14.3857	14.2283	12.4381	12.3156	14.8361	16.3192	14.0977	16.2131	13.4451	15.2
XLOC_018190	0	0	0	0	0.312186	0	0	0	0.116045	0	0	0.191684
XLOC_018191	0.159677	0.0740408	0.105383	0.05417	0.13489	0	0	0	0.0501362	0.0503036	0	0.0828191
XLOC_018192	3.90468	2.6881	3.58126	1.98714	3.27907	2.55726	3.46183	1.66481	3.0096	2.0687	3.70514	2.20949
XLOC_018193	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018194	2.01341	2.37668	2.89952	2.11145	2.86055	2.72751	2.47171	2.64879	2.9889	3.57548	2.61812	2.27868
XLOC_018195	13.0128	11.0074	7.47559	10.7513	8.19368	11.3359	8.90356	11.6007	10.178	10.933	8.43086	9.37496
XLOC_018196	11.5117	14.6566	16.1297	11.698	9.84369	9.79423	12.0602	12.7575	12.8177	11.4573	11.4776	9.93605
XLOC_018197	1.24804	3.19733	1.89851	2.38555	2.41487	1.66147	1.58097	2.6472	2.61476	1.37468	1.35833	2.29331
XLOC_018198	0	0	0.504048	0	0.322558	0	0	0.871847	0.239809	0	0.590443	0
XLOC_018199	0.114899	0.0355219	0.202234	0.130026	0.0970626	0	0	0.145845	0.120349	0.0241337	0.0592244	0.0794668
XLOC_018200	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018201	17.4025	19.3684	16.7728	15.3939	16.2243	14.9478	16.2328	15.6389	17.2241	16.3827	16.6325	16.4008
XLOC_018202	6.20905	8.83007	6.89869	8.2158	6.73134	7.89166	6.63776	7.55412	7.42715	9.68347	7.121	8.80339
XLOC_018203	5.97687	7.64608	7.00575	6.25835	4.70086	6.38317	5.8368	6.62752	6.34261	6.98048	7.01142	6.361
XLOC_018204	8.8226	9.85522	9.25969	8.55197	8.75279	9.53392	8.31175	8.80031	8.77625	9.5467	10.6871	9.30917
XLOC_018205	0	0	0.0879003	0	0	0.0389111	0	0	0	0.0839169	0	0
XLOC_018206	0.242965	0.225344	0	0.0824334	0.102624	0.21297	0.0911369	0.184923	0	0.459298	0	0.12603
XLOC_018207	0	0	0.58122	0	0	0	0	0.670221	0.276525	0	0	0.456774
XLOC_018208	0	0	0	0.366226	0	0	0	0	0	0	0	0
XLOC_018209	0.781495	0.362409	1.03164	0.795441	0.660182	0.685018	0.586284	0	0.981639	1.23111	0.302116	1.21613
XLOC_018210	0.489478	0.113492	0.484613	0.0830332	0.93037	0.572071	0.918031	0.186272	0.76855	0.770371	0.662294	0.634759
XLOC_018211	2.675	1.9848	3.53123	2.17819	6.77927	4.3769	3.61226	3.66476	4.36811	2.69696	2.89554	3.88521
XLOC_018212	0	0	0	0	0	0	0	0	0	0	0	0.100599
XLOC_018213	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018214	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018215	0	0	0	0	0	0	0	0	0.14359	0	0.176769	0
XLOC_018216	0.297809	0.368281	0.524177	0.404164	0.335439	0.522087	0.297891	0.528887	0.498772	0.813187	0.614022	0.205972
XLOC_018217	1.08259	1.50611	1.42911	0.367303	1.3718	0.948941	0.812167	1.64794	2.37973	2.04652	1.67406	1.12312
XLOC_018218	5.11826	3.90169	4.31924	2.77528	3.45504	2.67681	4.64628	2.17013	3.9778	1.94394	3.39714	1.98817
XLOC_018219	5.03147	4.14047	4.74784	5.55321	4.67537	5.50966	3.98287	4.08285	5.41831	4.78349	5.17376	5.79465
XLOC_018220	34.7156	33.0581	35.3326	34.7956	35.7068	40.728	38.5688	41.4489	36.9489	38.7411	33.7051	39.7267
XLOC_018221	0.722217	0.167456	0.214851	0.441803	0.550016	0.492379	0.55579	0.504009	0.226794	0.307788	0.604735	0.56442
XLOC_018222	0	0	0	0	0	0	0	0	0	0.0843986	0.103558	0.138953
XLOC_018223	0	0	0.0574502	0.0295312	0	0	0	0	0.0273329	0.0274234	0	0
XLOC_018224	0	0.140593	0	0.147519	0.0378884	0.0885822	0.113722	0.115375	0.0475971	0.238766	0	0
XLOC_018225	185.501	143.457	156.808	154.766	160.889	165.643	201.711	184.317	152.367	163.174	171.458	172.169
XLOC_018226	8.52247	8.02506	7.64338	8.16688	5.88051	8.32573	8.10184	8.61573	8.53957	7.66596	6.68995	8.43658
XLOC_018227	0.242967	0.507059	0.561315	0.577084	0.513181	0.579804	0.379762	0.277398	0.534127	0.637973	0.375732	0.483146
XLOC_018228	0	0	0	0	0	0	0	0	0	0	0	0
XLOC_018229	0.416481	0.561856	2.64899	0.745059	0.63969	0.64163	0.539681	0.576343	1.23652	1.07361	0.673298	0.353514
XLOC_018230	0.133416	0.216544	0.528359	0.158429	0.169058	0.155927	0.125112	0.101544	0.293272	0.357294	0.15473	0.173013
XLOC_018231	1.12772	2.09187	1.19095	0.918277	2.66746	1.977	2.36887	2.9183	1.27488	1.56335	1.74385	3.9778
XLOC_018232	0.387373	0.130635	0.557855	0.310652	0.416492	0.288107	0.441297	0.375248	0.53083	0.488204	0.401298	0.401875
XLOC_018233	0	0	0.222385	0	0	0.0492146	0.0593232	0.0641	0.0528939	0	0	0.174757
XLOC_018234	0	0	0	0	0	0	0	0	0	0	0.0301909	0
XLOC_018235	15.0662	11.5076	12.4791	12.8293	14.9734	14.1557	11.746	13.4906	8.53465	11.7274	11.1919	17.1626
XLOC_018236	28.1581	26.6544	19.1603	30.5319	24.2775	28.4987	27.2222	30.932	23.5189	28.5355	32.7688	34.9342
XLOC_018237	0.441346	0	0.582614	0.598963	0.372835	0.257907	0.331102	0	0	0	0	0
XLOC_018238	13.4321	13.624	15.1548	13.1106	13.7785	12.7986	13.5517	14.2271	13.6307	14.0511	12.5085	12.6994
XLOC_018239	2.08827	4.13188	14.4573	3.24341	3.99863	4.85413	2.78513	2.82561	6.20797	6.14079	4.05443	4.14033
XLOC_018240	13.6858	13.9671	12.9832	12.2824	13.5089	13.2718	11.9048	12.0778	14.2486	13.4149	12.4589	10.8649
XLOC_018241	6.69687	6.10222	5.11814	7.25486	6.15355	6.35072	5.37661	5.32062	5.49729	6.03372	7.08547	7.31325
XLOC_018242	0.258311	0.479155	0.852481	0.898313	0.791022	0.905688	0.484468	0.393208	0.648932	0.691772	0.224684	0.73695
XLOC_018243	14.6234	17.3993	14.7931	15.0058	14.9083	12.0005	11.4925	14.8187	12.4899	15.3007	13.2747	13.7363
XLOC_018244	0	0	272.494	560.281	174.378	0	0	0	0	0	159.6	0
